Area,16 to 24,25 to 34,35 to 49,50 to 64,65 and over,Total
E01020292,12,11,31,39,21,114
E01020293,21,18,47,55,28,168
E01020294,19,21,39,41,31,150
E01020295,8,8,22,31,20,89
E01020296,8,8,20,31,16,83
E01020297,12,22,34,41,27,137
E01020298,7,13,30,34,31,114
E01020299,7,10,26,35,24,101
E01020300,8,11,22,32,24,98
E01020301,13,13,28,41,18,113
E01020302,13,13,37,46,26,136
E01020303,7,9,19,38,17,90
E01020304,14,14,29,25,16,97
E01020305,11,15,22,24,14,85
E01020306,8,11,22,20,11,72
E01020307,17,18,36,31,20,123
E01020308,10,12,27,39,16,104
E01020309,13,16,32,49,24,134
E01020310,14,18,32,52,46,162
E01020311,11,16,42,54,33,156
E01020312,8,6,17,34,20,86
E01020313,9,14,29,34,17,104
E01020314,12,10,35,47,24,129
E01020315,8,10,23,25,17,83
E01020316,6,9,18,29,13,75
E01020317,7,7,18,33,16,81
E01020318,7,9,22,26,19,82
E01020319,9,10,24,35,15,94
E01020320,10,13,30,48,28,129
E01020321,20,26,49,57,29,180
E01020322,21,29,48,58,32,188
E01020323,13,27,47,56,17,160
E01020324,7,5,20,35,17,85
E01020325,9,11,23,34,14,91
E01020326,11,15,34,38,17,114
E01020327,11,17,30,26,18,102
E01020328,24,32,56,38,16,167
E01020329,8,11,20,34,17,89
E01020330,16,20,43,34,29,141
E01020331,9,7,25,29,17,87
E01020332,12,18,27,30,18,106
E01020333,10,11,30,38,18,107
E01020334,17,23,41,41,24,146
E01020335,10,7,19,27,22,85
E01020336,6,3,10,20,13,51
E01020337,16,16,23,25,19,98
E01020338,13,24,38,39,18,132
E01020339,6,10,26,35,15,92
E01020340,10,11,28,33,15,96
E01020341,8,5,19,33,21,85
E01020342,10,11,25,29,12,87
E01032628,10,12,32,43,21,119
E01032657,35,19,16,13,8,91
E01032658,51,30,22,22,17,143
E01033232,10,30,38,17,4,98
E01033233,231,27,21,29,16,325
E01033234,8,17,23,17,5,69
E01033235,5,9,15,15,11,54
E01033236,4,4,11,11,10,40
E07000040,781,936,1946,2193,1388,7244
E07000041,1933,1768,2108,1687,811,8307
E07000042,565,702,1360,1445,724,4796
E07000043,710,883,1660,1780,987,6019
E07000044,473,547,1234,1563,822,4639
E07000045,843,1058,2091,2381,1313,7686
E07000046,500,605,1204,1455,820,4583
E07000047,343,424,896,1100,587,3350
E10000008,6148,6922,12499,13604,7451,46623
E06000026,3523,3638,4926,4455,2104,18646
E06000027,1152,1387,2481,2800,1668,9488
IMDQ1,2530,2885,3682,3483,1704,14285
IMDQ2,3261,3617,5699,5817,3230,21625
IMDQ3,2503,2656,4944,5468,2848,18418
IMDQ4,1707,2040,4007,4276,2454,14484
IMDQ5,822,749,1575,1814,986,5946
E02003122,35,53,90,106,60,343
