Area,2009-2011,2010-2012,2011-2013,2012-2014,2013-2015,2014-2016
E01015221,3325.284534,3361.059618,2925.808177,2751.858328,2884.580196,2814.564198
E01015222,3256.63942,3146.106112,3078.737296,3021.590946,2987.618605,2895.94678
E01015223,3369.067529,3262.060551,3239.598315,2841.225991,2967.07338,2949.916863
E01015224,3158.392758,3081.808772,3203.905844,2939.473177,2959.225576,2841.45459
E01015225,3103.681519,2908.981482,2939.621787,2769.39869,2810.552618,2939.243285
E01015226,3148.380331,2958.289561,3144.594605,3020.361447,3149.380657,2883.295347
E01015227,2778.727294,2905.466386,3235.485325,2966.261152,2891.099488,2883.993763
E01015228,3259.230736,3274.701171,3058.970226,2913.454428,2902.50163,2824.539618
E01015229,2814.626855,3273.721364,2922.392315,2727.605239,2734.814997,2801.96653
E01015230,3001.50809,2772.17995,2888.881977,2420.798341,2479.993732,2517.106692
E01015231,3411.05648,3597.69868,3516.865252,3377.806675,3408.311033,3450.350954
E01015232,3271.807603,3136.575755,3379.25516,3127.980547,3341.768192,3335.730902
E01015233,3529.069044,3625.266952,3767.861506,3462.839465,3455.300127,3430.417247
E01015234,3241.334671,3279.161858,3322.020656,3208.031672,3170.606062,3108.537816
E01015235,2793.830308,2790.292204,2488.610312,2462.851511,2694.756483,2754.522802
E01015236,2831.100816,3183.735707,3058.875311,2863.040553,3009.132183,2924.092461
E01015237,3152.834859,3314.275433,3246.625154,2952.122548,3171.117947,2978.763176
E01015238,3280.696578,3042.74058,2922.423645,2796.372959,2904.455578,2729.241502
E01015239,2869.05491,2746.290273,2953.311858,2637.107087,2802.780071,2814.639518
E01015240,3100.512947,3105.538412,2992.318434,2791.510901,2745.903877,2594.551339
E01015241,2812.724884,2877.801661,2867.480267,2656.619294,2765.579291,2690.655448
E01015242,3806.083102,3729.604883,3512.800419,3284.531152,3345.59683,3215.723132
E01015243,3330.570559,3372.734196,3069.439695,2955.574274,2988.789212,2769.595839
