Area,Label,RD&E Exeter Hospital,Barnstaple Hospital,Torbay Hospital,Plymouth Hospital,Community Hospital,Outside Devon,Total
E01020205,Teignbridge 003A,34,0,118,0,<5,<5,157
E01020206,Teignbridge 004B,10,0,184,6,<5,<5,203
E01020207,Teignbridge 013C,5,0,237,<5,10,<5,258
E01020208,Teignbridge 012A,7,0,140,<5,<5,0,151
E01020209,Teignbridge 012B,6,0,148,<5,<5,<5,158
E01020210,Teignbridge 012C,0,0,116,<5,<5,<5,122
E01020211,Teignbridge 014A,5,0,242,<5,<5,<5,256
E01020212,Teignbridge 016A,<5,0,169,<5,<5,<5,177
E01020213,Teignbridge 016B,<5,0,196,<5,5,<5,206
E01020214,Teignbridge 016C,<5,0,209,0,<5,<5,216
E01020215,Teignbridge 016D,6,0,133,0,7,<5,148
E01020216,Teignbridge 015A,8,0,178,<5,<5,<5,197
E01020217,Teignbridge 014B,<5,0,221,<5,<5,0,229
E01020218,Teignbridge 014C,<5,0,291,<5,<5,<5,301
E01020219,Teignbridge 012D,<5,<5,173,5,5,<5,190
E01020220,Teignbridge 004C,31,0,117,<5,<5,<5,152
E01020221,Teignbridge 004D,43,0,142,6,<5,<5,196
E01020222,Teignbridge 004E,21,0,72,<5,0,0,94
E01020223,Teignbridge 004F,24,0,174,<5,<5,<5,206
E01020224,Teignbridge 014D,<5,0,103,6,<5,<5,114
E01020225,Teignbridge 015B,6,0,146,<5,<5,<5,158
E01020226,Teignbridge 015C,<5,0,218,<5,<5,0,229
E01020227,Teignbridge 015D,<5,<5,203,<5,10,<5,222
E01020228,Teignbridge 006A,91,<5,163,<5,13,5,274
E01020229,Teignbridge 005A,203,0,72,<5,8,9,294
E01020230,Teignbridge 005B,85,0,66,0,15,<5,168
E01020231,Teignbridge 005C,113,0,69,0,5,<5,189
E01020232,Teignbridge 005D,81,0,74,0,<5,7,164
E01020233,Teignbridge 006B,60,0,106,5,5,<5,179
E01020234,Teignbridge 006C,68,0,92,0,7,<5,169
E01020235,Teignbridge 006D,98,0,148,<5,16,<5,267
E01020236,Teignbridge 007C,8,0,127,0,<5,<5,138
E01020237,Teignbridge 007D,18,0,127,21,0,<5,170
E01020238,Teignbridge 019C,<5,0,156,<5,<5,<5,166
E01020239,Teignbridge 019D,<5,0,127,<5,<5,<5,137
E01020240,Teignbridge 002A,169,0,5,0,<5,<5,179
E01020241,Teignbridge 002B,165,0,<5,0,0,5,174
E01020242,Teignbridge 002C,180,0,<5,<5,<5,5,191
E01020243,Teignbridge 001A,60,0,<5,0,0,<5,65
E01020244,Teignbridge 002D,180,0,5,<5,5,0,193
E01020245,Teignbridge 002E,151,0,6,0,<5,<5,159
E01020246,Teignbridge 018A,<5,0,89,0,<5,<5,93
E01020247,Teignbridge 018B,7,0,224,<5,<5,<5,236
E01020248,Teignbridge 018C,<5,0,189,0,<5,<5,198
E01020249,Teignbridge 018D,<5,0,175,5,0,<5,183
E01020250,Teignbridge 009A,<5,0,183,<5,6,0,192
E01020251,Teignbridge 011C,10,0,143,0,<5,<5,157
E01020252,Teignbridge 009B,<5,0,183,0,<5,<5,192
E01020253,Teignbridge 009C,<5,0,120,<5,<5,0,126
E01020254,Teignbridge 009D,5,0,171,<5,<5,0,181
E01020255,Teignbridge 009E,5,0,169,<5,6,<5,186
E01020256,Teignbridge 013D,<5,0,155,6,<5,<5,170
E01020257,Teignbridge 009F,6,0,122,0,<5,<5,133
E01020258,Teignbridge 003B,166,0,14,<5,<5,<5,191
E01020259,Teignbridge 003C,17,0,50,<5,<5,<5,72
E01020260,Teignbridge 011D,<5,0,149,0,<5,<5,156
E01020261,Teignbridge 011E,5,0,106,0,<5,<5,114
E01020262,Teignbridge 001B,147,0,0,0,<5,<5,150
E01020263,Teignbridge 001C,195,0,0,0,0,<5,196
E01020264,Teignbridge 010A,13,0,166,0,5,<5,186
E01020265,Teignbridge 008A,16,<5,150,<5,<5,<5,172
E01020266,Teignbridge 008B,21,0,106,<5,<5,<5,136
E01020267,Teignbridge 008C,14,0,165,<5,<5,6,191
E01020268,Teignbridge 008D,25,0,167,<5,5,<5,199
E01020269,Teignbridge 010B,29,0,353,<5,10,5,399
E01020270,Teignbridge 008E,8,0,128,0,<5,<5,140
E01020271,Teignbridge 010C,9,0,181,0,<5,<5,193
E01020272,Teignbridge 010D,21,<5,190,<5,5,<5,223
E01020273,Teignbridge 003D,134,0,<5,0,0,<5,141
E01020274,Teignbridge 001D,67,0,10,0,0,<5,80
E01020275,Torridge 001A,<5,102,0,0,<5,6,110
E01020276,Torridge 001B,6,153,0,<5,7,<5,171
E01020277,Torridge 004A,11,244,0,<5,9,<5,268
E01020278,Torridge 004B,<5,130,<5,0,6,5,146
E01020279,Torridge 004C,<5,255,0,<5,9,5,275
E01020280,Torridge 003A,7,229,<5,<5,7,6,253
E01020281,Torridge 003B,5,155,0,<5,<5,<5,171
E01020282,Torridge 003C,7,231,0,<5,<5,<5,246
E01020283,Torridge 004D,7,200,0,<5,5,<5,216
E01020284,Torridge 004E,<5,209,0,<5,<5,5,221
E01020285,Torridge 004F,9,174,0,<5,<5,7,194
E01020286,Torridge 009A,43,37,0,70,<5,<5,157
E01020287,Torridge 007A,12,114,<5,5,6,<5,142
E01020288,Torridge 005A,5,103,0,<5,0,<5,113
E01020289,Torridge 009B,35,82,0,8,11,5,141
E01020290,Torridge 009C,87,68,0,37,8,<5,202
E01020291,Torridge 008A,6,114,<5,<5,<5,7,135
E01020292,Torridge 005B,11,132,0,<5,5,<5,153
E01020293,Torridge 008B,22,168,0,20,23,<5,237
E01020294,Torridge 008C,22,207,0,15,15,<5,262
E01020295,Torridge 005C,13,160,0,<5,<5,<5,185
E01020296,Torridge 005D,<5,72,0,<5,0,<5,81
E01020297,Torridge 001C,5,160,0,<5,<5,<5,172
E01020298,Torridge 002A,6,181,0,0,<5,7,196
E01020299,Torridge 001D,6,174,<5,<5,<5,8,192
E01020300,Torridge 002B,6,157,<5,<5,<5,<5,168
E01020301,Torridge 009D,8,138,0,6,9,8,169
E01020302,Torridge 008D,26,114,0,15,21,<5,180
E01020303,Torridge 007B,10,111,0,<5,0,6,130
E01020304,Torridge 006A,7,134,0,<5,<5,<5,149
E01020305,Torridge 006B,<5,91,0,<5,0,<5,97
E01020306,Torridge 006C,<5,75,0,<5,<5,<5,85
E01020307,Torridge 006D,11,428,0,0,<5,<5,442
E01020308,Torridge 007C,21,333,<5,<5,13,16,387
E01020309,Torridge 008E,25,308,<5,9,29,<5,376
E01020310,Torridge 002C,26,439,0,<5,22,13,503
E01020311,Torridge 007D,207,244,0,8,18,18,495
E01020312,West Devon 007A,<5,0,0,275,6,11,293
E01020313,West Devon 007B,0,0,<5,312,10,14,337
E01020314,West Devon 004A,254,5,<5,63,21,11,355
E01020315,West Devon 007C,<5,0,<5,340,15,11,374
E01020316,West Devon 007D,<5,0,0,280,14,13,309
E01020317,West Devon 006A,<5,0,<5,276,11,5,294
E01020318,West Devon 003A,212,0,7,5,16,12,252
E01020319,West Devon 003B,261,<5,<5,7,13,9,293
E01020320,West Devon 001A,276,22,0,6,17,7,328
E01020321,West Devon 001B,344,78,<5,10,26,14,474
E01020322,West Devon 001C,454,17,0,13,38,15,537
E01020323,West Devon 003C,32,0,<5,339,6,10,390
E01020324,West Devon 006B,9,0,0,252,14,17,292
E01020325,West Devon 004B,26,<5,0,260,10,9,306
E01020326,West Devon 001D,338,8,<5,8,19,5,379
E01020327,West Devon 002A,387,5,<5,5,25,9,432
E01020328,West Devon 002B,428,<5,0,12,23,6,472
E01020329,West Devon 002C,413,<5,0,11,52,<5,480
E01020330,West Devon 002D,416,<5,<5,12,57,7,496
E01020331,West Devon 004C,<5,0,0,341,13,8,364
E01020332,West Devon 005A,5,0,<5,371,15,11,403
E01020333,West Devon 005B,7,0,<5,297,7,12,324
E01020334,West Devon 005C,10,0,<5,465,36,18,530
E01020335,West Devon 005D,<5,0,<5,331,18,20,375
E01020336,West Devon 005E,<5,0,0,226,9,6,245
E01020337,West Devon 005F,<5,<5,0,269,11,17,302
E01020338,West Devon 005G,7,0,<5,385,22,12,428
E01020339,West Devon 003D,274,0,<5,5,19,6,306
E01020340,West Devon 004D,28,<5,<5,243,14,17,306
E01020341,West Devon 006C,0,<5,<5,295,<5,6,309
E01020342,West Devon 006D,<5,<5,0,324,8,6,340
E01032628,East Devon 004G,319,0,0,8,25,<5,354
E01032657,Plymouth 027F,0,0,<5,205,0,13,221
E01032658,Plymouth 027G,0,0,0,293,0,18,311
E01033232,Exeter 011F,245,0,0,<5,<5,5,254
E01033233,Exeter 001F,534,0,<5,6,13,39,595
E01033234,Exeter 011G,217,<5,0,<5,5,<5,227
E01033235,Exeter 015E,310,0,0,<5,<5,12,326
E01033236,Exeter 015F,209,<5,<5,<5,10,7,230
E07000040,East Devon,12721,11,36,105,262,738,13873
E07000041,Exeter,11741,10,59,68,141,273,12292
E07000042,Mid Devon,6157,78,22,42,113,745,7157
E07000043,North Devon,571,8570,20,76,136,286,9659
E07000044,South Hams,87,<5,3375,4195,82,200,7942
E07000045,Teignbridge,3045,5,11399,191,263,211,15114
E07000046,Torridge,693,6426,9,239,263,190,7820
E07000047,West Devon,4202,152,38,6038,569,326,11325
E10000008,Devon,39217,15255,14958,10954,1829,2969,85182
E06000026,Plymouth,49,13,88,27912,<5,534,28597
E06000027,Torbay,195,10,18067,186,122,289,18869
IMDQ1,Q1 - Most Deprived,1963,1802,7493,10082,154,383,21877
IMDQ2,Q2 - Above Average,9921,6275,8624,8971,739,692,35222
IMDQ3,Q3 - Average,10758,3955,9191,9751,575,1319,35549
IMDQ4,Q4 - Below Average,10136,2583,5734,6091,317,1048,25909
IMDQ5,Q5 - Least Deprived,6683,663,2071,4157,167,350,14091
E02003122,Plymouth 001,0,0,0,772,0,12,784
E02003123,Plymouth 002,0,0,5,1019,0,16,1040
E02003124,Plymouth 003,0,<5,<5,951,0,17,972
E02003125,Plymouth 004,<5,0,<5,800,0,16,820
E02003126,Plymouth 005,<5,0,<5,789,0,14,808
E02003127,Plymouth 006,<5,<5,<5,873,0,9,885
E02003128,Plymouth 007,<5,0,6,976,0,18,1001
E02003129,Plymouth 008,5,0,<5,730,0,8,744
E02003130,Plymouth 009,0,<5,<5,1173,0,11,1186
E02003131,Plymouth 010,<5,0,<5,833,0,10,849
E02003132,Plymouth 011,<5,0,<5,875,0,16,893
E02003133,Plymouth 012,<5,<5,<5,781,0,15,801
E02003134,Plymouth 013,0,0,<5,788,0,9,800
E02003135,Plymouth 014,0,0,5,1015,0,30,1050
E02003136,Plymouth 015,<5,<5,5,870,0,8,887
E02003137,Plymouth 016,0,0,<5,727,0,20,749
E02003138,Plymouth 017,<5,0,<5,606,0,12,621
E02003139,Plymouth 018,<5,0,<5,468,0,6,477
E02003140,Plymouth 019,<5,0,<5,715,0,16,735
E02003141,Plymouth 020,0,0,<5,784,0,18,805
E02003142,Plymouth 021,<5,0,<5,1239,<5,24,1270
E02003143,Plymouth 022,<5,0,<5,767,0,10,781
E02003144,Plymouth 023,<5,<5,<5,643,0,25,674
E02003145,Plymouth 024,<5,0,<5,753,0,10,766
E02003146,Plymouth 025,0,<5,<5,719,0,15,738
E02003147,Plymouth 026,<5,0,<5,1105,0,21,1130
E02003148,Plymouth 027,<5,0,<5,1269,0,52,1328
E02003149,Plymouth 028,<5,0,<5,934,0,29,969
E02003150,Plymouth 029,<5,<5,7,1514,0,28,1555
E02003151,Plymouth 030,<5,0,<5,789,0,12,804
E02003152,Plymouth 031,<5,<5,5,908,0,12,928
E02003153,Plymouth 032,<5,0,<5,727,0,15,747
E02003154,Torbay 001,12,0,1046,14,<5,15,1089
E02003155,Torbay 002,7,0,900,<5,6,9,926
E02003156,Torbay 003,11,0,1184,15,7,20,1237
E02003157,Torbay 004,8,0,968,9,10,11,1006
E02003158,Torbay 005,5,0,886,6,<5,13,911
E02003159,Torbay 006,10,0,779,<5,7,15,814
E02003161,Torbay 008,5,<5,1235,16,17,22,1297
E02003163,Torbay 010,22,<5,1249,8,13,17,1310
E02003164,Torbay 011,12,<5,1037,12,6,17,1085
E02003165,Torbay 012,9,<5,836,14,8,17,886
E02003166,Torbay 013,24,0,1341,13,5,17,1400
E02003167,Torbay 014,11,0,1442,16,14,34,1517
E02003168,Torbay 015,9,0,833,6,7,10,865
E02003169,Torbay 016,13,0,742,5,<5,17,781
E02003170,Torbay 017,10,<5,1220,17,<5,19,1269
E02003171,Torbay 018,7,<5,977,15,7,12,1020
E02004129,East Devon 001,286,0,0,<5,5,248,543
E02004130,East Devon 002,727,<5,<5,<5,21,22,776
E02004131,East Devon 003,453,<5,<5,<5,8,15,482
E02004132,East Devon 004,772,<5,6,13,30,24,846
E02004133,East Devon 005,807,0,<5,<5,9,111,932
E02004134,East Devon 006,906,0,<5,7,8,19,944
E02004135,East Devon 007,551,0,<5,9,13,90,664
E02004136,East Devon 008,715,0,5,7,7,12,746
E02004137,East Devon 009,441,0,0,0,10,10,461
E02004138,East Devon 010,851,0,0,5,33,30,919
E02004139,East Devon 011,650,0,0,<5,29,17,699
E02004140,East Devon 012,593,0,<5,<5,18,12,626
E02004141,East Devon 013,441,<5,0,<5,9,13,467
E02004142,East Devon 014,529,0,<5,10,<5,14,561
E02004143,East Devon 015,572,0,0,0,10,12,594
E02004144,East Devon 016,628,<5,<5,10,5,13,662
E02004145,East Devon 017,618,0,<5,<5,6,23,652
E02004146,East Devon 018,707,0,<5,5,14,14,743
E02004147,East Devon 019,604,<5,<5,7,9,14,638
E02004148,East Devon 020,870,<5,<5,<5,14,25,918
E02004149,Exeter 001,838,0,<5,7,13,44,905
E02004150,Exeter 002,651,0,<5,<5,5,19,681
E02004151,Exeter 003,845,<5,<5,7,5,14,874
E02004152,Exeter 004,495,<5,<5,9,10,18,540
E02004153,Exeter 005,659,0,<5,5,6,14,687
E02004154,Exeter 006,601,0,<5,<5,<5,16,623
E02004155,Exeter 007,812,0,7,<5,7,21,848
E02004156,Exeter 008,965,<5,12,8,15,31,1033
E02004157,Exeter 009,508,0,<5,<5,<5,13,527
E02004158,Exeter 010,793,<5,7,<5,18,9,830
E02004159,Exeter 011,1178,<5,5,5,12,20,1221
E02004160,Exeter 012,742,0,<5,<5,9,7,764
E02004161,Exeter 013,1004,0,<5,<5,8,12,1030
E02004162,Exeter 014,665,0,0,<5,15,8,691
E02004163,Exeter 015,985,<5,<5,6,15,27,1038
E02004164,Mid Devon 001,376,<5,<5,<5,<5,123,513
E02004165,Mid Devon 002,562,<5,<5,<5,15,20,607
E02004166,Mid Devon 003,276,<5,<5,<5,<5,423,707
E02004167,Mid Devon 004,625,<5,<5,<5,19,20,672
E02004168,Mid Devon 005,580,<5,<5,<5,20,27,632
E02004169,Mid Devon 006,559,<5,<5,<5,9,41,614
E02004170,Mid Devon 007,713,<5,<5,7,9,26,760
E02004171,Mid Devon 008,623,<5,<5,6,10,27,669
E02004172,Mid Devon 009,434,52,<5,6,5,14,514
E02004173,Mid Devon 010,647,<5,<5,5,10,12,679
E02004174,Mid Devon 011,762,<5,<5,<5,9,12,790
E02004175,North Devon 001,28,540,<5,<5,6,13,591
E02004176,North Devon 002,28,464,0,6,<5,31,533
E02004177,North Devon 003,19,533,<5,6,16,20,598
E02004178,North Devon 004,13,405,<5,<5,<5,23,448
E02004179,North Devon 005,23,797,<5,7,6,33,868
E02004180,North Devon 006,12,461,<5,7,<5,16,501
E02004181,North Devon 007,19,605,<5,<5,<5,13,646
E02004182,North Devon 008,27,781,<5,<5,21,15,849
E02004183,North Devon 009,21,637,<5,<5,11,15,687
E02004184,North Devon 010,25,912,<5,9,24,19,990
E02004185,North Devon 011,23,599,0,5,7,14,648
E02004186,North Devon 012,31,791,<5,8,11,18,861
E02004187,North Devon 013,56,766,0,7,11,23,863
E02004188,North Devon 014,246,279,<5,5,10,33,576
E02004189,South Hams 001,<5,0,<5,510,0,12,526
E02004190,South Hams 002,11,0,221,444,<5,10,689
E02004191,South Hams 003,15,<5,802,23,25,10,876
E02004192,South Hams 004,19,<5,678,15,8,15,736
E02004193,South Hams 005,7,0,12,892,<5,19,933
E02004194,South Hams 006,13,0,398,153,11,12,587
E02004195,South Hams 007,9,0,573,13,16,17,628
E02004196,South Hams 008,<5,0,9,596,<5,26,633
E02004197,South Hams 009,<5,0,<5,545,<5,11,562
E02004198,South Hams 010,5,0,247,433,<5,21,709
E02004199,South Hams 011,<5,<5,320,185,10,24,543
E02004200,South Hams 012,<5,0,110,386,0,23,520
E02004201,Teignbridge 001,469,0,11,0,<5,10,491
E02004202,Teignbridge 002,845,0,23,<5,9,15,896
E02004203,Teignbridge 003,351,0,185,7,5,13,561
E02004204,Teignbridge 004,148,0,863,20,13,9,1053
E02004205,Teignbridge 005,482,0,281,<5,30,20,815
E02004206,Teignbridge 006,317,<5,509,7,41,14,889
E02004207,Teignbridge 007,56,0,659,34,6,10,765
E02004208,Teignbridge 008,84,<5,716,7,15,15,838
E02004209,Teignbridge 009,24,0,948,7,22,9,1010
E02004210,Teignbridge 010,72,<5,890,5,22,11,1001
E02004211,Teignbridge 011,35,0,664,<5,5,12,718
E02004212,Teignbridge 012,17,<5,577,11,9,6,621
E02004213,Teignbridge 013,24,0,728,11,13,14,790
E02004214,Teignbridge 014,11,0,857,13,11,8,900
E02004215,Teignbridge 015,21,<5,745,11,21,7,806
E02004216,Teignbridge 016,12,0,707,<5,17,7,747
E02004217,Teignbridge 017,44,0,767,28,11,12,862
E02004218,Teignbridge 018,14,0,677,6,<5,10,710
E02004219,Teignbridge 019,19,0,592,12,9,9,641
E02004220,Torridge 001,18,589,<5,<5,12,20,645
E02004221,Torridge 002,38,777,<5,<5,25,22,867
E02004222,Torridge 003,19,615,<5,7,15,13,670
E02004223,Torridge 004,38,1212,<5,8,33,28,1320
E02004224,Torridge 005,33,467,0,8,9,15,532
E02004225,Torridge 006,23,728,0,5,10,7,773
E02004226,Torridge 007,250,802,<5,19,37,44,1154
E02004227,Torridge 008,101,911,<5,63,91,22,1190
E02004228,Torridge 009,173,325,0,121,31,19,669
E02004229,West Devon 001,1412,125,<5,37,100,41,1718
E02004230,West Devon 002,1644,13,<5,40,157,24,1880
E02004231,West Devon 003,779,<5,14,356,54,37,1241
E02004232,West Devon 004,310,9,<5,907,58,45,1331
E02004233,West Devon 005,39,<5,8,2344,118,96,2607
E02004234,West Devon 006,11,<5,<5,1147,37,34,1235
E02004235,West Devon 007,7,0,5,1207,45,49,1313
E02006840,Torbay 019,20,<5,1392,13,6,24,1456
TOWN01,Ashburton-Buckfastleigh,44,0,767,28,11,12,862
TOWN02,Axminster,1152,0,<5,14,14,246,1427
TOWN03,Barnstaple,150,4672,7,38,77,108,5052
TOWN04,Bideford-Northam,154,3774,5,32,99,100,4164
TOWN05,Braunton,32,1041,<5,8,7,49,1141
TOWN06,Crediton,1843,58,6,14,24,38,1983
TOWN07,Cullompton,1742,5,7,17,20,486,2277
TOWN08,Dartmouth,17,<5,965,38,29,32,1082
TOWN09,Dawlish,979,<5,795,12,76,34,1897
TOWN10,Exeter (Wider),13710,10,82,79,156,317,14354
TOWN11,Exmouth,4581,7,15,39,63,122,4827
TOWN12,Great Torrington,66,1286,<5,16,29,33,1432
TOWN13,Holsworthy,274,1236,<5,184,122,41,1859
TOWN14,Honiton,1608,<5,<5,11,38,245,1908
TOWN15,Ilfracombe,74,1560,6,16,25,63,1744
TOWN16,Ivybridge,11,0,34,2766,7,73,2891
TOWN17,Kingsbridge,13,<5,615,1088,7,63,1787
TOWN18,Lynton-Lynmouth,5,138,0,<5,<5,8,153
TOWN19,Moretonhampstead,317,0,67,7,<5,9,404
TOWN20,Newton Abbot,462,<5,7730,129,128,100,8551
TOWN21,Okehampton,4292,391,18,408,358,138,5605
TOWN22,Ottery St Mary,1542,0,9,16,37,26,1630
TOWN23,Seaton,1268,0,<5,6,44,39,1358
TOWN24,Sidmouth,1574,<5,<5,6,56,33,1671
TOWN25,South Molton,121,1012,<5,11,15,51,1212
TOWN26,Tavistock,117,5,20,5638,229,206,6215
TOWN27,Teignmouth,176,<5,2021,14,39,34,2286
TOWN28,Tiverton,2847,49,11,15,75,231,3228
TOWN29,Totnes,46,<5,1761,303,39,32,2182
DIV1,Alphington & Cowick ED,1424,<5,5,5,31,15,1481
DIV2,Ashburton & Buckfastleigh ED,68,0,1246,33,13,21,1381
DIV3,Axminster ED,1000,0,<5,10,13,187,1211
DIV4,Barnstaple North ED,55,1613,<5,10,30,33,1743
DIV5,Barnstaple South ED,37,1322,<5,9,30,29,1429
DIV6,Bickleigh & Wembury ED,<5,0,5,1021,0,20,1048
DIV7,Bideford East ED,42,1316,<5,11,39,30,1440
DIV8,Bideford West & Hartland ED,48,978,0,12,18,26,1082
DIV9,Bovey Rural ED,136,0,1185,45,15,18,1399
DIV10,Braunton Rural ED,32,1041,<5,8,7,49,1141
DIV11,Broadclyst ED,1156,0,5,10,11,24,1206
DIV12,Chudleigh & Teign Valley ED,681,0,532,16,9,18,1256
DIV13,Chulmleigh & Landkey ED,81,752,<5,11,8,26,879
DIV14,Combe Martin Rural ED,39,909,<5,13,8,50,1021
DIV15,Crediton ED,1202,6,<5,8,9,25,1254
DIV16,"Creedy, Taw & Mid Exe ED",1044,54,<5,7,21,23,1151
DIV17,Cullompton & Bradninch ED,1048,<5,<5,12,14,43,1123
DIV18,Dartmouth & Marldon ED,28,<5,1251,28,24,32,1364
DIV19,Dawlish ED,799,<5,790,9,71,34,1704
DIV20,Duryard & Pennsylvania ED,1103,0,<5,12,16,47,1182
DIV21,Exminster & Haldon ED,1052,0,24,<5,10,21,1111
DIV22,Exmouth & Budleigh Salterton Coastal ED,1488,<5,5,8,20,48,1570
DIV23,Exmouth ED,2910,6,10,30,39,66,3061
DIV24,Exwick & St Thomas ED,1285,0,7,8,13,19,1332
DIV25,Feniton & Honiton ED,1603,<5,<5,16,54,43,1720
DIV26,Fremington Rural ED,38,1082,<5,8,11,24,1164
DIV27,Hatherleigh & Chagford ED,2159,126,14,54,148,68,2569
DIV28,Heavitree & Whipton Barton ED,1388,0,9,<5,11,29,1439
DIV29,Holsworthy Rural ED,274,1236,<5,184,122,41,1859
DIV30,Ilfracombe ED,47,1073,5,9,22,33,1189
DIV31,Ipplepen & The Kerswells ED,33,0,1381,14,16,20,1464
DIV32,Ivybridge ED,7,0,12,892,<5,19,933
DIV33,Kingsbridge ED,8,<5,567,618,13,45,1252
DIV34,Kingsteignton & Teign Estuary ED,54,0,1512,15,24,23,1628
DIV35,Newton Abbot North ED,34,<5,1504,23,30,14,1606
DIV36,Newton Abbot South ED,32,<5,1619,20,38,16,1726
DIV37,Northam ED,56,1366,<5,8,37,42,1512
DIV38,Okehampton Rural ED,1954,22,<5,947,215,69,3211
DIV39,Otter Valley ED,1036,<5,5,9,16,21,1088
DIV40,Pinhoe & Mincinglake ED,1270,<5,<5,11,10,32,1328
DIV41,Salcombe ED,7,0,211,773,<5,38,1031
DIV42,Seaton & Colyton ED,1349,0,<5,6,48,43,1447
DIV43,Sidmouth ED,1436,0,<5,5,51,32,1525
DIV44,South Brent & Yealmpton ED,12,0,222,785,6,26,1051
DIV45,South Molton ED,242,778,<5,8,20,42,1093
DIV46,St David's & Haven Banks ED,1078,<5,11,9,17,33,1149
DIV47,St Sidwells & St James ED,1162,5,6,7,9,38,1227
DIV48,Tavistock ED,39,<5,8,2344,118,96,2607
DIV49,Teignmouth ED,156,<5,1606,12,37,26,1839
DIV50,Tiverton East ED,1045,6,<5,6,28,44,1133
DIV51,Tiverton West ED,1069,7,5,6,31,83,1201
DIV52,Torrington Rural ED,273,1530,<5,24,47,51,1927
DIV53,Totnes & Dartington ED,23,<5,1107,78,34,20,1263
DIV54,Wearside & Topsham ED,1434,<5,6,8,19,37,1505
DIV55,Whimple & Blackdown ED,743,<5,6,11,10,274,1045
DIV56,Willand & Uffculme ED,749,<5,<5,<5,10,527,1295
DIV57,Wonford & St Loyes ED,1597,<5,7,6,15,23,1649
DIV58,Yelverton Rural ED,50,<5,12,2693,88,93,2938
CHSCTAXE,"Axe Valley, Seaton and Sidmouth CHSCT",3994,<5,<5,26,114,318,4456
CHSCTBARNSTAPLE,Barnstaple CHSCT,120,3704,6,31,71,86,4018
CHSCTBIDEFORD,Bideford and Northam CHSCT,168,4507,6,36,100,115,4932
CHSCTBRAUNTON,Braunton and Ilfracombe CHSCT,111,2739,10,25,33,120,3038
CHSCTCREDITON,Crediton CHSCT,2039,23,7,18,26,42,2155
CHSCTCULLOMPTON,Cullompton CHSCT,2302,7,8,22,26,507,2872
CHSCTDAWLISH,Dawlish and Teignmouth CHSCT,970,<5,2750,21,112,68,3924
CHSCTEXETERCHALL,Exeter - County Hall CHSCT,7096,<5,48,38,94,129,7408
CHSCTEXETERSYCAMORE,Exeter - Sycamores CHSCT,6581,7,39,40,67,178,6912
CHSCTEXMOUTH,Exmouth and Budleigh CHSCT,4581,7,15,39,63,122,4827
CHSCTHONITON,Honiton and Ottery St Mary CHSCT,2896,<5,12,27,74,269,3280
CHSCTIVYBRIDGE,Ivybridge CHSCT,17,0,210,2604,7,69,2907
CHSCTKINGSBRIDGE,Kingsbridge CHSCT,13,<5,615,1088,7,63,1787
CHSCTNABBOT,Newton Abbot CHSCT,199,<5,6393,80,110,79,6863
CHSCTOKE,Okehampton CHSCT,4212,143,95,496,323,116,5385
CHSCTSMOLTON,South Molton and Chulmleigh CHSCT,450,1290,<5,20,37,72,1871
CHSCTTAVISTOCK,Tavistock CHSCT,114,8,21,5940,237,224,6544
CHSCTTEIGN,Teign Valley and South Dartmoor CHSCT,257,0,2561,111,30,37,2996
CHSCTTIVERTON,Tiverton CHSCT,2697,49,12,16,77,224,3075
CHSCTTORRINGTON,Torrington and Holsworthy CHSCT,356,2757,<5,203,156,81,3557
CHSCTTOTNES,Totnes and Dartmouth CHSCT,44,<5,2141,73,65,50,2375
Eastern,Eastern LCP,36290,243,185,380,855,1892,39845
Northern,Northern LCP,1264,14996,29,315,399,476,17479
Southern,Southern LCP,1689,18,32246,691,442,546,35632
Western,Western LCP,218,21,653,37666,256,878,39692
