Area,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
E01015083,0.008558917,0.008215648,0.009205197,0.008303285,0.007014261,0.008241744,0.006911502,0.007939132,0.008037503,0.008916785,0.009110144,0.008818741,0.009044766,0.009864964,0.009864964,0.008934846
E01015084,0.008429163,0.008268007,0.008163949,0.008429163,0.005639107,0.00818111,0.00708955,0.007269006,0.008521439,0.007440978,0.008502823,0.008596727,0.010020706,0.008901477,0.011111433,0.010066439
E01015085,0.006587514,0.006660588,0.006875528,0.006832851,0.005343824,0.006940553,0.007843139,0.00809602,0.008206986,0.008383771,0.009272923,0.008129843,0.009361477,0.009658688,0.010662367,0.010662367
E01015086,0.009822521,0.009712224,0.009773192,0.009475773,0.008048485,0.008107763,0.008188173,0.006386408,0.008178034,0.008188173,0.010994725,0.012442747,0.011466242,0.010967391,0.013138954,0.013138954
E01015087,0.0102914,0.008809935,0.009621856,0.008705615,0.009265642,0.010298852,0.011151376,0.011151376,0.010471417,0.0104921,0.011339487,0.010359104,0.012014023,0.011492669,0.012751522,0.012751522
E01015088,0.010924898,0.010592943,0.010876208,0.010709157,0.010570002,0.01034594,0.009063349,0.010216004,0.010490485,0.010434415,0.011735404,0.011464623,0.009905006,0.00888983,0.009815365,0.011441666
E01015089,0.005543016,0.007197713,0.00575127,0.007432605,0.007174258,0.005501998,0.005410485,0.005327414,0.005268098,0.006721593,0.00658095,0.007718702,0.007906874,0.007835244,0.008863038,0.007835244
E01015090,0.004740309,0.004651346,0.004735996,0.003180671,0.00317469,0.004919534,0.004873469,0.005058185,0.005311105,0.003574646,0.003628424,0.005669822,0.006003355,0.006286134,0.007961174,0.007961174
E01015091,0.004529896,0.00471882,0.004541755,0.005790516,0.004518099,0.002947446,0.005914973,0.006072688,0.006134733,0.004914889,0.004985508,0.004985508,0.006607284,0.005360335,0.005360335,0.005360335
E01015092,0.004217858,0.002693513,0.004273267,0.004211033,0.004163868,0.004194066,0.005149442,0.004101523,0.004173886,0.00436282,0.005519528,0.006965796,0.006730882,0.005336676,0.006280144,0.006280144
E01015093,0.006186449,0.004819318,0.006146151,0.004910252,0.004891791,0.004933524,0.005153343,0.00521531,0.005416115,0.006977212,0.008401869,0.005614773,0.007213435,0.007309227,0.007309227,0.007309227
E01015094,0.006839927,0.005416115,0.005496188,0.005614773,0.007051704,0.007143222,0.005602685,0.005989538,0.006094745,0.003804209,0.00587461,0.005948465,0.007560219,0.007692292,0.009046303,0.009046303
E01015095,0.00671476,0.006647182,0.005163569,0.006769819,0.005421757,0.003651971,0.005688412,0.005867986,0.007551575,0.00613064,0.007792116,0.008137731,0.008343321,0.009628136,0.009628136,0.009628136
E01015096,0.008818741,0.008898797,0.007583347,0.00792297,0.00814686,0.008138343,0.006925997,0.008606232,0.008512121,0.007333573,0.008634872,0.007466212,0.008994042,0.008973306,0.008973306,0.008973306
E01015097,0.005278785,0.005338343,0.003347813,0.005168696,0.005194489,0.005332873,0.006633829,0.005416115,0.007189878,0.006003355,0.005921395,0.003667839,0.006999394,0.006889873,0.008104449,0.008104449
