Area,16 to 24,25 to 34,35 to 49,50 to 64,65 and over,Total
E01020109,8,8,15,12,6,49
E01020110,48,69,28,10,7,162
E01020111,24,20,33,42,19,138
E01020112,34,35,53,53,25,199
E01020113,21,32,46,43,25,168
E01020114,16,21,31,29,17,115
E01020115,7,8,20,16,9,60
E01020116,23,26,40,42,22,153
E01020117,8,7,22,20,12,69
E01020118,19,23,38,29,14,122
E01020119,10,8,15,23,13,69
E01020120,12,10,20,16,9,66
E01020121,14,17,30,26,12,98
E01020122,13,19,21,26,12,92
E01020123,14,13,19,19,10,75
E01020124,9,15,10,12,7,54
E01020125,6,10,12,11,9,48
E01020126,12,17,31,56,28,144
E01020127,17,13,27,25,14,96
E01020128,8,10,14,11,6,51
E01020129,17,24,33,23,15,112
E01020130,24,35,38,35,12,144
E01020131,32,29,52,64,32,208
E01020132,10,14,19,14,7,64
E01020133,6,16,17,10,7,56
E01020134,15,21,31,24,11,101
E01020135,23,22,33,33,21,132
E01020136,14,15,26,22,11,88
E01020137,17,14,18,20,9,79
E01020138,30,22,53,67,37,210
E01020139,22,27,31,33,16,129
E01020140,13,13,24,25,20,95
E01020141,27,36,55,37,21,176
E01020142,16,21,32,35,17,120
E01020143,18,19,33,32,15,117
E01020144,12,18,18,16,3,66
E01020145,46,46,29,30,13,164
E01020146,6,13,14,11,3,49
E01020147,12,13,22,30,16,94
E01020148,9,8,15,18,8,58
E01020149,9,11,15,17,9,60
E01020150,10,7,15,17,8,58
E01020151,6,10,11,14,12,52
E01020152,6,9,15,21,13,65
E01020153,6,4,11,17,14,52
E01020154,43,34,21,17,5,120
E01020155,17,18,26,25,13,99
E01020156,11,11,19,18,11,69
E01020157,19,12,32,36,16,117
E01020158,9,9,16,17,8,59
E01020159,9,9,22,22,11,73
E01020160,17,13,25,30,11,97
E01020161,23,23,25,27,14,112
E01020162,12,16,17,13,5,63
E01020163,13,15,19,17,6,70
E01020164,12,8,15,13,6,53
E01020165,10,20,18,15,4,66
E01020166,11,11,13,13,6,55
E01020167,11,10,14,12,4,52
E01020168,14,17,19,25,17,93
E01020169,15,23,22,19,8,87
E01020170,12,10,19,22,12,74
E01020171,10,9,13,18,13,63
E01020172,9,14,18,23,17,80
E01020173,6,10,9,15,10,48
E01020174,10,8,17,21,16,72
E01020175,9,10,17,28,21,86
E01020176,4,8,11,10,6,38
E01020177,9,10,18,19,9,65
E01020178,12,9,25,24,20,90
E01020179,10,13,21,23,19,87
E01020180,24,25,50,41,23,164
E01020181,18,13,19,22,12,84
E01020182,14,16,22,17,6,76
E01020183,18,22,29,28,20,117
E01020184,20,17,37,41,24,139
E01020185,4,4,12,10,9,40
E01020186,5,4,9,12,11,42
E01020187,11,17,25,23,10,85
E01020188,11,10,21,28,15,86
E01020189,31,22,46,53,29,179
E01020190,11,8,20,18,11,68
E01020191,25,75,56,29,10,196
E01020192,8,5,11,14,9,47
E01020193,9,9,17,15,7,57
E01020194,9,14,16,14,5,58
E01020195,19,11,26,25,10,92
E01020196,24,25,36,43,22,150
E01020197,5,9,11,11,7,44
E01020198,14,19,38,35,15,122
E01020199,18,23,42,37,21,141
E01020200,4,5,9,10,7,35
E01020201,4,6,10,12,11,43
E01020202,7,10,19,22,18,75
E01020203,9,8,14,14,11,55
E01020204,14,21,31,17,4,87
E01020205,7,5,11,19,8,49
E01020206,7,12,16,14,5,54
E01020207,12,17,25,19,6,80
E01020208,12,13,20,14,5,64
E01020209,12,21,16,16,8,72
E01020210,8,10,11,12,7,48
E01020211,31,39,48,35,20,173
E01020212,21,20,32,28,12,112
E01020213,9,16,17,19,10,71
E01020214,12,13,14,14,8,62
E01020215,8,7,11,14,8,48
E01020216,34,32,49,45,20,180
E01020217,24,36,39,33,18,149
E01020218,25,42,44,40,13,164
E01020219,17,22,24,19,6,87
E01020220,17,12,23,18,8,79
E01020221,15,16,25,27,11,93
E01020222,7,13,13,11,5,49
E01020223,11,13,29,22,12,87
E01020224,14,16,21,11,4,65
E01020225,21,31,33,24,11,120
E01020226,7,9,18,15,10,59
E01020227,15,17,17,16,10,75
E01020228,20,25,36,45,31,156
E01020229,23,44,48,61,42,217
E01020230,13,10,23,25,12,84
E01020231,13,10,18,19,11,71
E01020232,17,16,25,20,9,87
E01020233,9,8,10,14,14,55
E01020234,21,20,32,35,17,126
E01020235,12,11,23,19,13,79
E01020236,8,9,11,13,7,48
E01020237,10,11,24,19,11,73
E01020238,5,5,10,11,6,37
E01020239,7,6,11,12,7,43
E01020240,9,18,18,13,7,63
E01020241,19,16,29,22,9,95
E01020242,9,26,23,13,6,77
E01020243,8,8,17,18,7,58
E01020244,9,10,20,18,9,66
E01020245,8,10,16,16,8,58
E01020246,12,11,15,17,7,62
E01020247,20,25,33,34,22,134
E01020248,7,12,15,17,10,60
E01020249,8,5,13,12,8,45
E01020250,10,11,16,13,8,57
E01020251,12,12,15,14,6,60
E01020252,16,22,37,32,16,123
