,,4,5,6,7,8,9
Area,Label,2007-2011,2008-2012,2009-2013,2010-2014,2011-2015,2012-2016
E92000001,England,,,,,,
E12000009,South West,,,,,,
E01015182,Plymouth 028E,4.360824142,2.7142681,3.054095229,1.46390595,0.593477277,0.526629665
E01015183,Torbay 017A,0.623157306,0.663694435,1.676975401,1.520896798,1.020220877,1.121997164
E01015184,Torbay 017B,0.349527299,0.301666542,0.280918631,0.289245586,0.32298441,0.346863813
E01015185,Torbay 017C,0.891404398,0.591577267,0.450697828,0.454283118,0.584855214,0.527099413
E01015186,Torbay 017D,0.868622404,1.410250407,1.588031412,1.92842669,1.673131948,2.499887188
E01015187,Torbay 017E,1.074958891,1.443986292,1.076435571,0.986169054,0.856272041,0.849111155
E01015188,Torbay 017F,0.323413812,0.279382108,0.256564236,0.184719705,0.198207315,0.165837057
E01015189,Torbay 017G,0.89241163,2.419681578,2.170168411,1.605844225,2.041838435,0.648959516
E01015190,Torbay 013A,0.244570993,0.433071492,0.719808632,1.011524445,0.889021535,1.027574638
E01015191,Torbay 013B,1.194206565,1.057548945,2.178597192,2.183681131,1.337276751,1.518701451
E01015192,Torbay 013C,1.365171619,1.275452268,1.166085139,0.826663985,0.856436482,0.803763475
E01015193,Torbay 013D,1.145424061,1.717629878,1.572176088,1.693947527,1.321768056,1.027162636
E01015194,Torbay 013E,1.584154169,1.357473063,1.399882653,1.964972072,1.25121444,1.258905783
E01015195,Torbay 013F,0.587855139,1.248428737,1.256472411,0.992951773,0.852122802,0.550369576
E01015196,Torbay 013G,1.058033234,0.963998294,1.054165994,1.299722206,1.549455868,3.028581924
E01015197,Torbay 016A,0.977622884,0.784091001,0.634221359,0.333309576,0.410464671,0.342508592
E01015198,Torbay 016B,0.248658469,0.284849938,0.763256376,0.868929176,0.933484127,0.796299844
E01015199,Torbay 016C,0.534701663,0.518767336,0.5130997,0.558406331,0.406886557,0.527727281
E01015200,Torbay 016D,4.248375336,1.849353725,1.204392201,1.251520903,0.985682706,0.839834827
E01015201,Torbay 016E,0.283668031,0.299451761,0.308556331,0.258498329,0.18266457,0.143084114
E01015202,Torbay 012A,0.99178897,1.154670456,1.718119965,1.282188743,0.947575914,1.16392085
E01015203,Torbay 012B,0.900312644,0.662429718,1.005071487,0.8102954,1.116834023,1.195761471
E01015204,Torbay 012C,0.525839454,0.538434763,0.598584063,0.372299944,0.430104089,0.375275647
E01015205,Torbay 012D,1.625272998,2.46225987,1.403246107,1.170304767,1.15824044,0.918746692
E01015206,Torbay 012E,0.105876917,0.106091604,0.091171736,0.092029681,0.097484125,0.115711705
E01015207,Torbay 009A,1.308219715,1.211843084,0.679945198,1.05022353,1.024930658,1.243488309
E01015208,Torbay 019F,0.925168123,0.97107419,0.998238332,0.761627044,0.771836338,0.763952732
E01015209,Torbay 019A,0.166545417,0.144620097,0.150748819,0.157966013,0.16219663,0.185507074
E01015210,Torbay 007B,1.966691786,2.326493859,2.332356428,1.429391612,1.3401123,2.314727746
E01015211,Torbay 009C,0.169374927,0.123711047,0.106390277,0.108829382,0.113791488,0.130601157
E01015212,Torbay 007C,2.642646387,1.180896775,1.159677152,1.076108931,0.621042334,0.649491081
E01015213,Torbay 007D,3.418364413,1.985399704,1.825081142,1.287982321,0.710965377,0.734943205
E01015214,Torbay 006A,1.220503869,0.837518677,2.105475081,3.749881975,3.1627798,3.554893557
E01015215,Torbay 006B,1.402348159,1.282222924,0.821636869,0.555078909,0.787478515,0.517193227
