Area,16 to 24,25 to 34,35 to 49,50 to 64,65 and over,Total,,,
E01020338,2,2,3,4,11,22,,,
E01020339,2,1,3,2,10,17,,,
E01020340,2,2,2,4,7,16,,,
E01020341,2,2,2,4,12,23,,,
E01020342,1,1,2,2,6,13,,,
E01032628,2,2,3,4,17,28,,,
E01032657,1,1,2,3,7,14,,,
E01032658,1,1,1,3,8,14,,,
E01033232,1,0,1,1,4,7,,,
E01033233,2,3,4,6,26,41,,,
E01033234,1,1,1,1,1,5,,,
E01033235,1,1,3,6,26,38,,,
E01033236,2,1,2,4,14,23,,,
E07000040,149,148,245,371,1246,2159,,,
E07000041,79,73,119,185,697,1152,,,
E07000042,72,65,102,144,471,855,,,
E07000043,89,90,132,191,618,1121,,,
E07000044,95,84,124,185,549,1038,,,
E07000045,133,120,183,271,982,1689,,,
E07000046,72,65,95,132,408,772,,,
E07000047,59,53,77,113,383,686,,,
E10000008,749,698,1078,1592,5355,9472,,,
E06000026,187,168,285,410,1160,2210,,,
E06000027,132,124,201,296,980,1733,,,
IMDQ1,105,92,153,220,744,1313,,,
IMDQ2,237,219,347,511,1739,3054,,,
IMDQ3,320,286,444,638,1998,3686,,,
IMDQ4,252,242,377,567,1867,3305,,,
IMDQ5,155,151,243,361,1147,2057,,,
E02003122,7,8,12,16,38,82,,,
E02003123,6,7,13,19,26,70,,,
E02003124,5,5,8,14,29,62,,,
E02003125,5,5,7,9,25,50,,,
E02003126,8,5,7,6,35,63,,,
E02003127,5,5,9,14,29,62,,,
E02003128,7,6,8,12,40,73,,,
E02003129,5,5,11,16,36,73,,,
E02003130,7,7,12,16,31,72,,,
E02003131,7,7,9,11,29,63,,,
E02003132,6,5,9,15,45,81,,,
E02003133,7,7,9,12,28,63,,,
E02003134,4,4,8,8,20,45,,,
E02003135,4,3,5,8,15,35,,,
E02003136,8,8,14,21,72,125,,,
E02003137,7,6,11,18,93,135,,,
E02003138,4,4,6,9,29,51,,,
E02003139,5,3,4,6,8,27,,,
E02003140,7,6,12,16,48,90,,,
E02003141,4,3,6,9,22,46,,,
E02003142,7,5,9,12,40,74,,,
E02003143,7,5,10,12,40,73,,,
E02003144,2,2,4,8,34,51,,,
E02003145,4,4,6,10,42,66,,,
E02003146,3,3,5,8,20,39,,,
E02003147,5,3,6,6,16,36,,,
E02003148,4,4,6,12,26,52,,,
E02003149,4,3,5,7,29,48,,,
E02003150,6,6,9,17,38,76,,,
E02003151,8,9,16,26,69,129,,,
E02003152,10,9,13,18,54,103,,,
E02003153,6,6,12,18,52,96,,,
E02003154,6,7,10,15,33,72,,,
E02003155,5,7,9,15,67,103,,,
E02003156,8,7,9,14,37,75,,,
E02003157,5,4,6,8,20,43,,,
E02003158,6,6,10,16,64,101,,,
E02003159,4,4,6,7,22,43,,,
E02003161,5,4,6,10,40,64,,,
E02003163,10,9,16,23,101,159,,,
E02003164,10,9,17,24,81,141,,,
E02003165,6,6,9,16,49,86,,,
E02003166,9,8,12,15,34,78,,,
E02003167,8,8,17,25,117,176,,,
E02003168,8,9,11,21,45,94,,,
E02003169,10,9,15,21,69,124,,,
E02003170,12,12,18,27,78,148,,,
E02003171,8,8,14,16,65,111,,,
E02004129,7,7,9,12,40,74,,,
E02004130,6,6,13,16,65,106,,,
E02004131,5,4,9,15,39,73,,,
E02004132,9,7,12,13,41,82,,,
E02004133,9,10,16,20,74,129,,,
E02004134,7,6,9,16,38,76,,,
E02004135,11,11,14,23,80,139,,,
E02004136,8,9,15,21,60,113,,,
E02004137,8,7,10,15,48,87,,,
E02004138,10,10,20,30,109,179,,,
E02004139,8,9,14,24,68,123,,,
E02004140,7,7,15,33,113,174,,,
E02004141,6,6,11,13,38,74,,,
E02004142,6,6,9,11,35,67,,,
E02004143,6,7,11,14,42,80,,,
E02004144,7,8,11,19,56,102,,,
E02004145,9,9,15,22,91,147,,,
E02004146,7,6,9,14,34,70,,,
E02004147,5,4,8,11,37,65,,,
E02004148,8,9,15,29,137,199,,,
E02004149,6,6,7,13,47,80,,,
E02004150,4,4,5,8,25,45,,,
E02004151,6,6,10,18,60,101,,,
E02004152,3,3,3,9,43,60,,,
E02004153,5,4,5,6,16,37,,,
E02004154,4,3,6,10,37,59,,,
E02004155,6,6,8,15,53,88,,,
E02004156,5,4,7,11,51,78,,,
E02004157,4,4,6,11,60,85,,,
E02004158,5,4,8,11,42,70,,,
E02004159,8,7,9,12,29,65,,,
E02004160,6,6,12,16,63,103,,,
E02004161,5,4,9,12,40,70,,,
E02004162,5,5,9,12,52,83,,,
E02004163,7,7,14,21,78,127,,,
E02004164,7,7,10,14,37,75,,,
E02004165,8,8,14,16,60,107,,,
E02004166,6,6,8,11,39,70,,,
E02004167,5,5,8,12,31,60,,,
E02004168,5,4,8,12,37,66,,,
E02004169,6,6,8,14,40,74,,,
E02004170,6,6,8,14,49,83,,,
E02004171,7,7,10,13,48,84,,,
E02004172,7,6,8,11,31,62,,,
E02004173,8,6,10,12,35,71,,,
E02004174,7,6,10,15,65,103,,,
E02004175,5,4,7,8,34,59,,,
E02004176,7,6,8,13,44,78,,,
E02004177,6,6,7,11,37,66,,,
E02004178,6,5,7,10,31,60,,,
E02004179,8,9,14,21,68,119,,,
E02004180,6,6,7,10,33,62,,,
E02004181,5,4,8,13,37,67,,,
E02004182,5,5,8,10,43,71,,,
E02004183,6,6,10,16,53,92,,,
E02004184,6,5,7,11,36,65,,,
E02004185,6,8,11,19,59,104,,,
E02004186,8,8,12,16,35,78,,,
E02004187,9,9,14,19,68,118,,,
E02004188,8,8,12,14,39,81,,,
E02004189,5,4,5,10,18,41,,,
E02004190,9,6,12,16,50,92,,,
E02004191,8,8,12,20,56,103,,,
E02004192,10,9,12,16,40,86,,,
E02004193,10,9,12,19,62,112,,,
E02004194,7,6,7,13,41,74,,,
E02004195,6,6,8,14,51,85,,,
E02004196,9,7,12,14,40,81,,,
E02004197,9,8,14,16,46,93,,,
E02004198,7,7,9,15,61,99,,,
E02004199,8,8,13,16,40,85,,,
E02004200,8,7,10,16,45,85,,,
E02004201,7,6,8,9,42,72,,,
E02004202,8,6,10,17,48,89,,,
E02004203,7,6,9,13,48,84,,,
E02004204,9,9,15,21,56,110,,,
E02004205,8,7,11,13,45,84,,,
E02004206,8,9,13,21,86,138,,,
E02004207,6,6,8,16,31,68,,,
E02004208,11,8,13,19,68,118,,,
E02004209,8,7,11,16,58,100,,,
E02004210,6,6,10,17,93,131,,,
E02004211,9,8,12,19,71,118,,,
E02004212,5,5,7,10,30,58,,,
E02004213,5,4,6,8,46,69,,,
E02004214,4,4,5,9,37,59,,,
E02004215,5,4,8,11,60,88,,,
E02004216,6,6,9,13,30,64,,,
E02004217,8,7,10,15,50,89,,,
E02004218,6,6,9,12,30,63,,,
E02004219,6,6,9,12,52,86,,,
E02004220,7,7,13,16,38,82,,,
E02004221,9,9,12,22,73,124,,,
E02004222,5,5,7,10,38,65,,,
E02004223,10,9,13,15,39,86,,,
E02004224,8,7,9,12,45,81,,,
E02004225,6,5,8,11,38,67,,,
E02004226,9,8,10,15,42,84,,,
E02004227,10,9,12,15,56,103,,,
E02004228,9,7,9,16,39,80,,,
E02004229,9,9,10,15,53,96,,,
E02004230,7,6,11,18,53,94,,,
E02004231,7,6,9,9,36,68,,,
E02004232,7,6,8,14,42,78,,,
E02004233,13,12,20,30,101,176,,,
E02004234,7,7,10,12,45,81,,,
E02004235,8,7,9,15,54,93,,,
E02006840,10,9,15,21,60,115,,,
TOWN01,8,7,10,15,50,89,,,
TOWN02,18,18,25,35,126,222,,,
TOWN03,40,40,61,91,286,519,,,
TOWN04,40,38,58,79,243,459,,,
TOWN05,11,12,18,28,92,161,,,
TOWN06,21,17,28,38,131,235,,,
TOWN07,20,19,27,41,136,243,,,
TOWN08,14,13,18,27,80,152,,,
TOWN09,17,17,26,38,140,240,,,
TOWN10,98,91,144,224,822,1379,,,
TOWN11,49,49,82,123,440,742,,,
TOWN12,12,10,15,22,70,128,,,
TOWN13,19,16,22,31,95,183,,,
TOWN14,19,19,34,45,145,262,,,
TOWN15,19,16,22,31,107,195,,,
TOWN16,37,30,47,62,176,351,,,
TOWN17,21,20,30,45,145,261,,,
TOWN18,2,2,2,5,15,26,,,
TOWN19,5,4,6,10,29,54,,,
TOWN20,67,63,97,139,468,834,,,
TOWN21,27,26,36,51,166,306,,,
TOWN22,16,16,25,34,100,190,,,
TOWN23,16,17,30,44,160,267,,,
TOWN24,21,21,38,71,221,372,,,
TOWN25,14,14,21,28,91,168,,,
TOWN26,34,30,44,66,228,403,,,
TOWN27,23,19,29,48,217,337,,,
TOWN28,35,33,54,72,224,418,,,
TOWN29,24,21,30,51,148,274,,,
DIV1,11,12,21,29,112,185,,,
DIV2,12,10,14,21,76,133,,,
DIV3,15,14,22,28,107,185,,,
DIV4,11,10,19,28,97,165,,,
DIV5,10,10,14,23,73,131,,,
DIV6,13,11,15,22,54,115,,,
DIV7,12,12,16,21,57,118,,,
DIV8,10,9,14,17,65,115,,,
DIV9,13,13,21,33,86,166,,,
DIV10,11,12,18,28,92,161,,,
DIV11,10,9,12,21,56,109,,,
DIV12,13,12,17,23,67,132,,,
DIV13,11,10,14,20,51,107,,,
DIV14,14,12,16,21,73,137,,,
DIV15,12,10,15,24,81,142,,,
DIV16,14,13,19,24,80,150,,,
DIV17,10,9,14,20,71,124,,,
DIV18,16,15,19,31,91,171,,,
DIV19,16,16,24,34,131,222,,,
DIV20,8,8,10,17,68,111,,,
DIV21,11,9,13,21,72,126,,,
DIV22,17,19,30,52,229,345,,,
DIV23,30,28,48,67,198,372,,,
DIV24,9,7,12,15,49,91,,,
DIV25,15,14,27,36,124,216,,,
DIV26,10,13,18,28,78,147,,,
DIV27,14,14,18,23,82,151,,,
DIV28,10,10,16,25,98,159,,,
DIV29,19,16,22,31,95,183,,,
DIV30,11,10,14,19,71,125,,,
DIV31,15,14,22,29,96,175,,,
DIV32,10,9,12,19,62,112,,,
DIV33,14,15,22,32,102,184,,,
DIV34,15,13,19,29,114,190,,,
DIV35,10,9,14,21,89,142,,,
DIV36,11,11,18,25,89,154,,,
DIV37,16,16,25,38,110,205,,,
DIV38,14,13,19,32,95,172,,,
DIV39,13,13,23,30,87,166,,,
DIV40,9,8,13,24,72,126,,,
DIV41,15,12,18,28,73,146,,,
DIV42,18,19,32,46,166,281,,,
DIV43,19,19,34,66,208,345,,,
DIV44,14,11,22,25,82,154,,,
DIV45,11,12,18,24,83,149,,,
DIV46,6,6,10,15,86,123,,,
DIV47,6,5,8,18,72,109,,,
DIV48,13,12,20,30,101,176,,,
DIV49,17,14,22,35,161,249,,,
DIV50,11,11,17,23,61,123,,,
DIV51,13,12,21,29,101,177,,,
DIV52,15,12,18,26,80,151,,,
DIV53,13,12,16,29,85,155,,,
DIV54,11,10,18,26,97,162,,,
DIV55,14,13,18,25,70,140,,,
DIV56,12,11,16,24,76,140,,,
DIV57,8,8,12,15,42,85,,,
DIV58,17,14,20,29,106,187,,,
CHSCTAXE,56,56,92,150,508,862,,,
CHSCTBARNSTAPLE,31,29,46,67,219,393,,,
CHSCTBIDEFORD,45,47,68,97,296,552,,,
CHSCTBRAUNTON,31,31,42,63,214,382,,,
CHSCTCREDITON,21,18,28,37,127,231,,,
CHSCTCULLOMPTON,27,25,37,56,183,329,,,
CHSCTDAWLISH,38,35,54,80,327,533,,,
CHSCTEXETERCHALL,54,50,80,117,420,722,,,
CHSCTEXETERSYCAMORE,42,38,59,100,384,623,,,
CHSCTEXMOUTH,49,49,82,123,440,742,,,
CHSCTHONITON,33,33,57,75,237,435,,,
CHSCTIVYBRIDGE,39,31,49,66,197,382,,,
CHSCTKINGSBRIDGE,21,20,30,45,145,261,,,
CHSCTNABBOT,52,48,74,105,386,666,,,
CHSCTOKE,29,26,38,54,181,328,,,
CHSCTSMOLTON,19,18,27,37,115,216,,,
CHSCTTAVISTOCK,38,33,48,75,243,437,,,
CHSCTTEIGN,28,26,38,59,172,323,,,
CHSCTTIVERTON,34,31,52,68,211,396,,,
CHSCTTORRINGTON,35,29,42,59,180,344,,,
CHSCTTOTNES,27,25,36,57,170,315,,,
Eastern,343,339,527,773,2704,4686,,,
Northern,163,161,228,327,1043,1922,,,
Southern,288,283,413,613,2063,3660,,,
Western,278,264,397,597,1710,3246,,,
